"snapshot","state","tracked","area","path","proposed_disposition","rationale"
"2026-08-10T13:00:02+10:00","??","False","docs","docs/SHOPSQUIRE_WORKLOAD_GROUNDING_OVERFIT_2026-07-26.md","preserve_archive_review","Untracked documentation; review for canonical, archive, or superseded status."
"2026-08-10T13:00:02+10:00","??","False","frontend","frontend/e2e/artifact-security-boundary.spec.ts","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","frontend","frontend/e2e/decision-trace-live-audit.spec.ts","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","frontend","frontend/src/components/ProductWhyEvidence.module.css","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","research-fit-breakdown-20260806.png","research-fit-breakdown-20260806.png","evidence_archive_candidate","Potential demo or test evidence; curate into a named evidence bundle before cleanup."
"2026-08-10T13:00:02+10:00","??","False","scratchpad","scratchpad/","generated_cleanup_candidate","Likely runtime/generated data; verify ownership and process state before removal."
"2026-08-10T13:00:02+10:00","??","False","scripts","scripts/certify_live_image_provider.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","scripts","scripts/certify_physical_voice.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","scripts","scripts/certify_pilot_rollback.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","scripts","scripts/gen_security_upload_corpus.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","scripts","scripts/reproduce_vision_native_teardown.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","scripts","scripts/seed_reviewed_product_evidence.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","scripts","scripts/start_recording_stack.ps1","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","src","src/app/models/read_db.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","src","src/app/observability/evidence_metrics.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","src","src/app/services/cart_session_state.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","src","src/app/services/procurement_commitment_projection.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","src","src/app/services/recommendation_core/research_trigger_decision.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","src","src/app/services/recommendation_core/workload_hypothesis_compiler.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","src","src/app/services/security_connector_identity.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/architecture/test_security_threshold_schema_authority.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/security/test_generated_security_corpus.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/security/test_supplier_baseline_identity.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/security/test_syslog_secure_defaults.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/security/test_tool_bridge_identity_contract.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/services/test_audit_chain_azure_anchor.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/services/test_cart_session_state.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/services/test_cv_ocr_provider_selection.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/services/test_cv_vision_ollama_deadline.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/services/test_research_trigger_decision.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/services/test_workload_hypothesis_compiler.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/unit/test_cloud_runtime_config.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
"2026-08-10T13:00:02+10:00","??","False","tests","tests/unit/test_read_db_boundary.py","implementation_review","Potential source/test/config dependency; validate and commit only with its focused slice."
