receipt_id,line_no,sku,product_name,category,unit_price,qty,line_total
RCPT-20260123-00219,3,P-0037,"Lenovo Legion GB800 17"" Laptop Backpack (Black)",bags,199.00,1,199.00
RCPT-20260123-00220,1,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,3,177.00
RCPT-20260123-00221,1,P-0003,"Lenovo IdeaPad S3i 15.6"" FHD Laptop (Intel Core i3)[512GB]",laptops,699.00,1,699.00
RCPT-20260123-00221,2,P-0052,"Samsung Galaxy Tab A11+ 11"" 5G 128GB (Grey)",monitors,529.00,1,529.00
RCPT-20260123-00222,1,P-0068,Canon TS7760 Pixma Home Printer,gaming_headsets,139.00,1,139.00
RCPT-20260123-00222,2,P-0072,Sandisk E30 Portable SSD Drive (1TB),hard_drive,169.00,1,169.00
RCPT-20260123-00222,3,P-0062,RIG R5 SPEAR PRO HS Gaming Headset (Black),gaming_headsets,179.00,1,179.00
RCPT-20260123-00222,4,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260124-00223,1,P-0072,Sandisk E30 Portable SSD Drive (1TB),hard_drive,169.00,1,169.00
RCPT-20260124-00223,2,P-0004,"HP Laptop 15-fc0474AU 15.6"" FHD laptop (Ryzen 7)[512GB]",laptops,899.00,1,899.00
RCPT-20260124-00223,3,P-0058,ASUS DSL-AX82U AX5400 Wi-Fi 6 Modem Router,wi_fi_routers,449.00,1,449.00
RCPT-20260124-00224,1,P-0061,Logitech G Astro A20X PLAYSYNC Wireless Headset (Black),gaming_headsets,349.00,1,349.00
RCPT-20260124-00224,2,P-0067,Epson WorkForce Pro WF-3825 Multifunction Printer,gaming_headsets,169.00,2,338.00
RCPT-20260124-00224,3,P-0012,"ASUS Vivobook S16 16"" WQXGA Laptop (Copilot+ PC)[512GB]",laptops,1278.00,1,1278.00
RCPT-20260124-00224,4,P-0012,"ASUS Vivobook S16 16"" WQXGA Laptop (Copilot+ PC)[512GB]",laptops,1278.00,1,1278.00
RCPT-20260124-00225,1,P-0074,Samsung Portable SSD T7 Shield 1TB (Black),hard_drive,369.00,2,738.00
RCPT-20260124-00225,2,P-0066,AceZone A-Blaze Hybrid ANC Bluetooth Wireless PC Gaming Headset Black,gaming_headsets,356.15,1,356.15
RCPT-20260124-00225,3,P-0023,"Apple MacBook Pro 14-inch with M4 Chip, 1TB/24GB (Silver)[2024]",laptops,2887.00,1,2887.00
RCPT-20260124-00225,4,P-0068,Canon TS7760 Pixma Home Printer,gaming_headsets,139.00,1,139.00
RCPT-20260124-00226,1,P-0039,"LG UltraGear 27G411A 27"" FHD 144Hz Gaming Monitor",monitors,229.00,1,229.00
RCPT-20260124-00226,2,P-0047,"AOC 16T20 15.6"" FHD USB-C Portable Monitor",monitors,179.00,2,358.00
RCPT-20260124-00226,3,P-0058,ASUS DSL-AX82U AX5400 Wi-Fi 6 Modem Router,wi_fi_routers,449.00,1,449.00
RCPT-20260124-00227,1,P-0054,TP-Link AX3000 Gigabit Wi-Fi 6 Router,wi_fi_routers,159.00,1,159.00
RCPT-20260124-00227,2,P-0038,"Blaupunkt BP27GM240 27"" FHD 240Hz Curved Gaming Monitor",monitors,399.00,1,399.00
RCPT-20260124-00227,3,P-0035,"Thule Gauntlet Macbook Pro Attache 14"" (Black)",bags,179.95,1,179.95
RCPT-20260124-00227,4,P-0055,ASUS RT-AX54HP V2 AX1800 Wi-Fi 6 Router,wi_fi_routers,179.00,1,179.00
RCPT-20260124-00228,1,P-0052,"Samsung Galaxy Tab A11+ 11"" 5G 128GB (Grey)",monitors,529.00,1,529.00
RCPT-20260124-00228,2,P-0001,"Dell 15 DC15255 15.6"" FHD 120Hz Laptop (Ryzen 3)[512GB]",laptops,629.00,2,1258.00
RCPT-20260124-00229,1,P-0014,"Microsoft Surface Pro Copilot+ PC 12"" Snapdragon X Plus 8 core/16GB/512GB (Violet)",laptops,1399.00,1,1399.00
RCPT-20260124-00230,1,P-0034,"Generation Earth 14.1"" Recycled Berlin Laptop Backpack (Black)",bags,79.00,4,316.00
RCPT-20260125-00231,1,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,3,177.00
RCPT-20260125-00232,1,P-0003,"Lenovo IdeaPad S3i 15.6"" FHD Laptop (Intel Core i3)[512GB]",laptops,699.00,1,699.00
RCPT-20260125-00232,2,P-0058,ASUS DSL-AX82U AX5400 Wi-Fi 6 Modem Router,wi_fi_routers,449.00,1,449.00
RCPT-20260125-00233,1,P-0064,Logitech G325 LIGHTSPEED Wireless Gaming Headset (White),gaming_headsets,199.00,1,199.00
RCPT-20260125-00233,2,P-0064,Logitech G325 LIGHTSPEED Wireless Gaming Headset (White),gaming_headsets,199.00,2,398.00
RCPT-20260125-00233,3,P-0046,"LG 31.5"" QHD 100Hz IPS Super Slim Stand Monitor with USB-C",monitors,389.00,1,389.00
RCPT-20260125-00234,1,P-0007,"Dell Inspiron 14 7440 14"" WQXGA 2-in-1 Laptop (Intel Core i5)[512GB/16GB]",laptops,1199.00,1,1199.00
RCPT-20260125-00234,2,P-0064,Logitech G325 LIGHTSPEED Wireless Gaming Headset (White),gaming_headsets,199.00,1,199.00
RCPT-20260125-00235,1,P-0073,Samsung T7 Portable SSD Drive [1TB](Titan Gray),hard_drive,329.00,1,329.00
RCPT-20260125-00235,2,P-0002,"HP Laptop 15-fc0433AU 15.6"" FHD Laptop (Ryzen 5)[512GB]",laptops,649.00,1,649.00
RCPT-20260125-00235,3,P-0057,Starlink Standard Kit (Latest Generation),wi_fi_routers,549.00,1,549.00
RCPT-20260125-00235,4,P-0006,"HP OmniBook 5 NG AI PC 14-he0013QU 14"" WUXGA OLED Copilot+ PC Laptop (Snapdragon X1)[512GB/16GB]",laptops,1099.00,1,1099.00
RCPT-20260125-00236,1,P-0039,"LG UltraGear 27G411A 27"" FHD 144Hz Gaming Monitor",monitors,229.00,1,229.00
RCPT-20260125-00236,2,P-0046,"LG 31.5"" QHD 100Hz IPS Super Slim Stand Monitor with USB-C",monitors,389.00,1,389.00
RCPT-20260125-00236,3,P-0003,"Lenovo IdeaPad S3i 15.6"" FHD Laptop (Intel Core i3)[512GB]",laptops,699.00,1,699.00
RCPT-20260125-00236,4,P-0057,Starlink Standard Kit (Latest Generation),wi_fi_routers,549.00,1,549.00
RCPT-20260125-00237,1,P-0072,Sandisk E30 Portable SSD Drive (1TB),hard_drive,169.00,1,169.00
RCPT-20260125-00237,2,P-0051,"Samsung Galaxy Tab S10 FE+ 13.1"" Wi-Fi 128GB (Grey)",monitors,1099.00,1,1099.00
RCPT-20260125-00237,3,P-0059,TP-Link AX3000 Mesh Wi-Fi 6 Range Extender,wi_fi_routers,149.00,2,298.00
RCPT-20260125-00237,4,P-0066,AceZone A-Blaze Hybrid ANC Bluetooth Wireless PC Gaming Headset Black,gaming_headsets,356.15,1,356.15
RCPT-20260125-00238,1,P-0034,"Generation Earth 14.1"" Recycled Berlin Laptop Backpack (Black)",bags,79.00,2,158.00
RCPT-20260125-00239,1,P-0035,"Thule Gauntlet Macbook Pro Attache 14"" (Black)",bags,179.95,1,179.95
RCPT-20260125-00239,2,P-0073,Samsung T7 Portable SSD Drive [1TB](Titan Gray),hard_drive,329.00,1,329.00
RCPT-20260125-00239,3,P-0058,ASUS DSL-AX82U AX5400 Wi-Fi 6 Modem Router,wi_fi_routers,449.00,1,449.00
RCPT-20260125-00240,1,P-0072,Sandisk E30 Portable SSD Drive (1TB),hard_drive,169.00,1,169.00
RCPT-20260125-00240,2,P-0039,"LG UltraGear 27G411A 27"" FHD 144Hz Gaming Monitor",monitors,229.00,2,458.00
RCPT-20260125-00240,3,P-0039,"LG UltraGear 27G411A 27"" FHD 144Hz Gaming Monitor",monitors,229.00,1,229.00
RCPT-20260125-00241,1,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260125-00241,2,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260125-00242,1,P-0054,TP-Link AX3000 Gigabit Wi-Fi 6 Router,wi_fi_routers,159.00,1,159.00
RCPT-20260125-00242,2,P-0066,AceZone A-Blaze Hybrid ANC Bluetooth Wireless PC Gaming Headset Black,gaming_headsets,356.15,1,356.15
RCPT-20260125-00242,3,P-0039,"LG UltraGear 27G411A 27"" FHD 144Hz Gaming Monitor",monitors,229.00,2,458.00
RCPT-20260126-00243,1,P-0061,Logitech G Astro A20X PLAYSYNC Wireless Headset (Black),gaming_headsets,349.00,1,349.00
RCPT-20260126-00243,2,P-0073,Samsung T7 Portable SSD Drive [1TB](Titan Gray),hard_drive,329.00,1,329.00
RCPT-20260126-00243,3,P-0036,"STM Tower View Folio 18"" Laptop Brief (Black)",bags,69.95,1,69.95
RCPT-20260126-00243,4,P-0046,"LG 31.5"" QHD 100Hz IPS Super Slim Stand Monitor with USB-C",monitors,389.00,1,389.00
RCPT-20260126-00244,1,P-0008,"Lenovo IdeaPad 5 14"" 2K OLED 2-in-1 Laptop (Copilot+ PC)[512GB]",laptops,1124.00,1,1124.00
RCPT-20260126-00244,2,P-0046,"LG 31.5"" QHD 100Hz IPS Super Slim Stand Monitor with USB-C",monitors,389.00,1,389.00
RCPT-20260126-00244,3,P-0038,"Blaupunkt BP27GM240 27"" FHD 240Hz Curved Gaming Monitor",monitors,399.00,1,399.00
RCPT-20260126-00244,4,P-0018,"MSI Modern 15 H AI 15.6"" FHD 60Hz Laptop (Intel Core Ultra 7) [1TB]",laptops,1499.00,1,1499.00
RCPT-20260126-00245,1,P-0063,Corsair VOID Wireless V2 Gaming Headset (Pink),gaming_headsets,199.00,1,199.00
RCPT-20260126-00245,2,P-0068,Canon TS7760 Pixma Home Printer,gaming_headsets,139.00,1,139.00
RCPT-20260126-00245,3,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260126-00245,4,P-0054,TP-Link AX3000 Gigabit Wi-Fi 6 Router,wi_fi_routers,159.00,1,159.00
RCPT-20260126-00246,1,P-0042,"LG UltraGear 34G600A 34"" WQHD",monitors,699.00,1,699.00
RCPT-20260126-00246,2,P-0071,Seagate Expansion Desktop 16TB Hard Drive,hard_drive,499.00,1,499.00
RCPT-20260126-00246,3,P-0009,"Dell 15 DC15250 15.6"" Full HD Laptop (Intel Core i5)[512GB]",laptops,1199.00,1,1199.00
RCPT-20260126-00247,1,P-0070,Seagate Expansion Desktop 26TB Hard Drive,hard_drive,749.00,1,749.00
RCPT-20260126-00247,2,P-0046,"LG 31.5"" QHD 100Hz IPS Super Slim Stand Monitor with USB-C",monitors,389.00,1,389.00
RCPT-20260126-00247,3,P-0050,Apple iPad 11-inch A16 128GB Wi-Fi (Blue),monitors,499.00,1,499.00
RCPT-20260126-00247,4,P-0040,"AOC C27G4Z 27"" FHD 280Hz Curved Gaming Monitor",monitors,339.00,1,339.00
RCPT-20260126-00248,1,P-0035,"Thule Gauntlet Macbook Pro Attache 14"" (Black)",bags,179.95,1,179.95
RCPT-20260126-00248,2,P-0055,ASUS RT-AX54HP V2 AX1800 Wi-Fi 6 Router,wi_fi_routers,179.00,1,179.00
RCPT-20260126-00248,3,P-0055,ASUS RT-AX54HP V2 AX1800 Wi-Fi 6 Router,wi_fi_routers,179.00,1,179.00
RCPT-20260126-00248,4,P-0057,Starlink Standard Kit (Latest Generation),wi_fi_routers,549.00,1,549.00
RCPT-20260126-00249,1,P-0055,ASUS RT-AX54HP V2 AX1800 Wi-Fi 6 Router,wi_fi_routers,179.00,1,179.00
RCPT-20260126-00249,2,P-0005,"Asus VivoBook 15.6"" Full HD Thin & Light Laptop (1TB)[Intel Core i5",laptops,959.00,1,959.00
RCPT-20260126-00249,3,P-0025,"Asus TUF F16 16"" FHD+ 165Hz Gaming Laptop (Intel Core i7)[GeForce RTX 5060]",laptops,2899.00,1,2899.00
RCPT-20260126-00249,4,P-0049,"Lenovo Tab 10"" WUXGA 128GB Tablet with Clear Case",monitors,299.00,1,299.00
RCPT-20260126-00250,1,P-0035,"Thule Gauntlet Macbook Pro Attache 14"" (Black)",bags,179.95,1,179.95
RCPT-20260126-00250,2,P-0072,Sandisk E30 Portable SSD Drive (1TB),hard_drive,169.00,1,169.00
RCPT-20260126-00250,3,P-0017,"MSI Modern 15 H AI 15.6"" FHD 60Hz Laptop (Intel Core Ultra 9) [1TB]",laptops,1499.00,1,1499.00
RCPT-20260126-00250,4,P-0063,Corsair VOID Wireless V2 Gaming Headset (Pink),gaming_headsets,199.00,1,199.00
RCPT-20260126-00251,1,P-0054,TP-Link AX3000 Gigabit Wi-Fi 6 Router,wi_fi_routers,159.00,1,159.00
RCPT-20260126-00251,2,P-0051,"Samsung Galaxy Tab S10 FE+ 13.1"" Wi-Fi 128GB (Grey)",monitors,1099.00,1,1099.00
RCPT-20260126-00251,3,P-0071,Seagate Expansion Desktop 16TB Hard Drive,hard_drive,499.00,1,499.00
RCPT-20260126-00251,4,P-0004,"HP Laptop 15-fc0474AU 15.6"" FHD laptop (Ryzen 7)[512GB]",laptops,899.00,1,899.00
RCPT-20260127-00252,1,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,3,177.00
RCPT-20260127-00253,1,P-0061,Logitech G Astro A20X PLAYSYNC Wireless Headset (Black),gaming_headsets,349.00,1,349.00
RCPT-20260127-00253,2,P-0056,Netgear Nighthawk® Wi-Fi 6 AX1800 Router RAX9,wi_fi_routers,149.00,1,149.00
RCPT-20260127-00253,3,P-0076,SanDisk® Creator Phone SSD with Magsafe 2TB,hard_drive,399.00,1,399.00
RCPT-20260127-00253,4,P-0064,Logitech G325 LIGHTSPEED Wireless Gaming Headset (White),gaming_headsets,199.00,1,199.00
RCPT-20260127-00254,1,P-0043,"Lenovo Legion R34w-30 34"" WQHD 180Hz Curved Gaming Monitor",monitors,499.00,1,499.00
RCPT-20260127-00254,2,P-0001,"Dell 15 DC15255 15.6"" FHD 120Hz Laptop (Ryzen 3)[512GB]",laptops,629.00,1,629.00
RCPT-20260127-00255,1,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260127-00255,2,P-0034,"Generation Earth 14.1"" Recycled Berlin Laptop Backpack (Black)",bags,79.00,3,237.00
RCPT-20260127-00256,1,P-0022,"Asus TUF Gaming F16 16"" FHD+ 144Hz Gaming Laptop (Intel Core i7)[GeForce RTX 4050]",laptops,1919.00,1,1919.00
RCPT-20260127-00257,1,P-0034,"Generation Earth 14.1"" Recycled Berlin Laptop Backpack (Black)",bags,79.00,1,79.00
RCPT-20260127-00257,2,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260127-00258,1,P-0049,"Lenovo Tab 10"" WUXGA 128GB Tablet with Clear Case",monitors,299.00,1,299.00
RCPT-20260127-00258,2,P-0043,"Lenovo Legion R34w-30 34"" WQHD 180Hz Curved Gaming Monitor",monitors,499.00,1,499.00
RCPT-20260127-00259,1,P-0067,Epson WorkForce Pro WF-3825 Multifunction Printer,gaming_headsets,169.00,1,169.00
RCPT-20260127-00259,2,P-0038,"Blaupunkt BP27GM240 27"" FHD 240Hz Curved Gaming Monitor",monitors,399.00,1,399.00
RCPT-20260127-00259,3,P-0039,"LG UltraGear 27G411A 27"" FHD 144Hz Gaming Monitor",monitors,229.00,1,229.00
RCPT-20260128-00260,1,P-0048,"Samsung Galaxy Tab A11+ 11"" Wi-Fi 128GB (Grey)",monitors,379.00,1,379.00
RCPT-20260128-00260,2,P-0001,"Dell 15 DC15255 15.6"" FHD 120Hz Laptop (Ryzen 3)[512GB]",laptops,629.00,1,629.00
RCPT-20260128-00260,3,P-0006,"HP OmniBook 5 NG AI PC 14-he0013QU 14"" WUXGA OLED Copilot+ PC Laptop (Snapdragon X1)[512GB/16GB]",laptops,1099.00,2,2198.00
RCPT-20260128-00261,1,P-0034,"Generation Earth 14.1"" Recycled Berlin Laptop Backpack (Black)",bags,79.00,1,79.00
RCPT-20260128-00261,2,P-0004,"HP Laptop 15-fc0474AU 15.6"" FHD laptop (Ryzen 7)[512GB]",laptops,899.00,1,899.00
RCPT-20260128-00261,3,P-0036,"STM Tower View Folio 18"" Laptop Brief (Black)",bags,69.95,3,209.85
RCPT-20260128-00261,4,P-0050,Apple iPad 11-inch A16 128GB Wi-Fi (Blue),monitors,499.00,1,499.00
RCPT-20260128-00262,1,P-0041,"LG UltraGear 24G411A 24"" FHD 144Hz Gaming Monitor",monitors,189.00,1,189.00
RCPT-20260128-00262,2,P-0064,Logitech G325 LIGHTSPEED Wireless Gaming Headset (White),gaming_headsets,199.00,1,199.00
RCPT-20260128-00262,3,P-0074,Samsung Portable SSD T7 Shield 1TB (Black),hard_drive,369.00,1,369.00
RCPT-20260128-00262,4,P-0048,"Samsung Galaxy Tab A11+ 11"" Wi-Fi 128GB (Grey)",monitors,379.00,1,379.00
RCPT-20260128-00263,1,P-0034,"Generation Earth 14.1"" Recycled Berlin Laptop Backpack (Black)",bags,79.00,1,79.00
RCPT-20260128-00263,2,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260128-00264,1,P-0055,ASUS RT-AX54HP V2 AX1800 Wi-Fi 6 Router,wi_fi_routers,179.00,1,179.00
RCPT-20260128-00264,2,P-0009,"Dell 15 DC15250 15.6"" Full HD Laptop (Intel Core i5)[512GB]",laptops,1199.00,1,1199.00
RCPT-20260128-00264,3,P-0046,"LG 31.5"" QHD 100Hz IPS Super Slim Stand Monitor with USB-C",monitors,389.00,1,389.00
RCPT-20260128-00264,4,P-0073,Samsung T7 Portable SSD Drive [1TB](Titan Gray),hard_drive,329.00,1,329.00
RCPT-20260128-00265,1,P-0065,HyperX Cloud Flight 2 Wire,gaming_headsets,219.00,1,219.00
RCPT-20260128-00265,2,P-0062,RIG R5 SPEAR PRO HS Gaming Headset (Black),gaming_headsets,179.00,1,179.00
RCPT-20260128-00265,3,P-0076,SanDisk® Creator Phone SSD with Magsafe 2TB,hard_drive,399.00,1,399.00
RCPT-20260128-00266,1,P-0054,TP-Link AX3000 Gigabit Wi-Fi 6 Router,wi_fi_routers,159.00,2,318.00
RCPT-20260128-00266,2,P-0004,"HP Laptop 15-fc0474AU 15.6"" FHD laptop (Ryzen 7)[512GB]",laptops,899.00,1,899.00
RCPT-20260128-00266,3,P-0052,"Samsung Galaxy Tab A11+ 11"" 5G 128GB (Grey)",monitors,529.00,1,529.00
RCPT-20260128-00266,4,P-0040,"AOC C27G4Z 27"" FHD 280Hz Curved Gaming Monitor",monitors,339.00,1,339.00
RCPT-20260128-00267,1,P-0066,AceZone A-Blaze Hybrid ANC Bluetooth Wireless PC Gaming Headset Black,gaming_headsets,356.15,1,356.15
RCPT-20260128-00267,2,P-0034,"Generation Earth 14.1"" Recycled Berlin Laptop Backpack (Black)",bags,79.00,1,79.00
RCPT-20260128-00267,3,P-0064,Logitech G325 LIGHTSPEED Wireless Gaming Headset (White),gaming_headsets,199.00,1,199.00
RCPT-20260128-00267,4,P-0076,SanDisk® Creator Phone SSD with Magsafe 2TB,hard_drive,399.00,1,399.00
RCPT-20260129-00268,1,P-0047,"AOC 16T20 15.6"" FHD USB-C Portable Monitor",monitors,179.00,1,179.00
RCPT-20260129-00268,2,P-0059,TP-Link AX3000 Mesh Wi-Fi 6 Range Extender,wi_fi_routers,149.00,1,149.00
RCPT-20260129-00268,3,P-0068,Canon TS7760 Pixma Home Printer,gaming_headsets,139.00,1,139.00
RCPT-20260129-00268,4,P-0061,Logitech G Astro A20X PLAYSYNC Wireless Headset (Black),gaming_headsets,349.00,1,349.00
RCPT-20260129-00269,1,P-0011,"Lenovo Ideapad 5 14"" WUXGA OLED 2-in-1 Laptop (Snapdragon X Plus)[1TB]",laptops,1274.00,1,1274.00
RCPT-20260129-00269,2,P-0059,TP-Link AX3000 Mesh Wi-Fi 6 Range Extender,wi_fi_routers,149.00,1,149.00
RCPT-20260129-00270,1,P-0043,"Lenovo Legion R34w-30 34"" WQHD 180Hz Curved Gaming Monitor",monitors,499.00,1,499.00
RCPT-20260129-00270,2,P-0039,"LG UltraGear 27G411A 27"" FHD 144Hz Gaming Monitor",monitors,229.00,1,229.00
RCPT-20260129-00270,3,P-0035,"Thule Gauntlet Macbook Pro Attache 14"" (Black)",bags,179.95,2,359.90
RCPT-20260129-00271,1,P-0048,"Samsung Galaxy Tab A11+ 11"" Wi-Fi 128GB (Grey)",monitors,379.00,1,379.00
RCPT-20260129-00271,2,P-0058,ASUS DSL-AX82U AX5400 Wi-Fi 6 Modem Router,wi_fi_routers,449.00,2,898.00
RCPT-20260129-00271,3,P-0036,"STM Tower View Folio 18"" Laptop Brief (Black)",bags,69.95,1,69.95
RCPT-20260129-00272,1,P-0056,Netgear Nighthawk® Wi-Fi 6 AX1800 Router RAX9,wi_fi_routers,149.00,2,298.00
RCPT-20260129-00272,2,P-0076,SanDisk® Creator Phone SSD with Magsafe 2TB,hard_drive,399.00,1,399.00
RCPT-20260129-00272,3,P-0052,"Samsung Galaxy Tab A11+ 11"" 5G 128GB (Grey)",monitors,529.00,2,1058.00
RCPT-20260129-00273,1,P-0052,"Samsung Galaxy Tab A11+ 11"" 5G 128GB (Grey)",monitors,529.00,1,529.00
RCPT-20260129-00273,2,P-0076,SanDisk® Creator Phone SSD with Magsafe 2TB,hard_drive,399.00,1,399.00
RCPT-20260129-00273,3,P-0014,"Microsoft Surface Pro Copilot+ PC 12"" Snapdragon X Plus 8 core/16GB/512GB (Violet)",laptops,1399.00,1,1399.00
RCPT-20260129-00274,1,P-0070,Seagate Expansion Desktop 26TB Hard Drive,hard_drive,749.00,1,749.00
RCPT-20260129-00274,2,P-0047,"AOC 16T20 15.6"" FHD USB-C Portable Monitor",monitors,179.00,1,179.00
RCPT-20260129-00274,3,P-0051,"Samsung Galaxy Tab S10 FE+ 13.1"" Wi-Fi 128GB (Grey)",monitors,1099.00,1,1099.00
RCPT-20260129-00275,1,P-0010,"Dell DB16255 16"" WUXGA Copilot+ PC Laptop (Ryzen AI 5)[512GB]",laptops,1259.00,1,1259.00
RCPT-20260129-00275,2,P-0004,"HP Laptop 15-fc0474AU 15.6"" FHD laptop (Ryzen 7)[512GB]",laptops,899.00,1,899.00
RCPT-20260129-00276,1,P-0049,"Lenovo Tab 10"" WUXGA 128GB Tablet with Clear Case",monitors,299.00,1,299.00
RCPT-20260129-00276,2,P-0048,"Samsung Galaxy Tab A11+ 11"" Wi-Fi 128GB (Grey)",monitors,379.00,1,379.00
RCPT-20260129-00276,3,P-0069,WD My Book 16TB External Hard Drive,hard_drive,679.00,1,679.00
RCPT-20260129-00276,4,P-0056,Netgear Nighthawk® Wi-Fi 6 AX1800 Router RAX9,wi_fi_routers,149.00,1,149.00
RCPT-20260129-00277,1,P-0043,"Lenovo Legion R34w-30 34"" WQHD 180Hz Curved Gaming Monitor",monitors,499.00,1,499.00
RCPT-20260129-00277,2,P-0071,Seagate Expansion Desktop 16TB Hard Drive,hard_drive,499.00,1,499.00
RCPT-20260129-00277,3,P-0063,Corsair VOID Wireless V2 Gaming Headset (Pink),gaming_headsets,199.00,1,199.00
RCPT-20260129-00277,4,P-0075,Samsung Portable T7 Shield SSD 4TB (Black),hard_drive,999.00,1,999.00
RCPT-20260129-00278,1,P-0049,"Lenovo Tab 10"" WUXGA 128GB Tablet with Clear Case",monitors,299.00,1,299.00
RCPT-20260129-00278,2,P-0010,"Dell DB16255 16"" WUXGA Copilot+ PC Laptop (Ryzen AI 5)[512GB]",laptops,1259.00,1,1259.00
RCPT-20260129-00278,3,P-0012,"ASUS Vivobook S16 16"" WQXGA Laptop (Copilot+ PC)[512GB]",laptops,1278.00,1,1278.00
RCPT-20260129-00279,1,P-0058,ASUS DSL-AX82U AX5400 Wi-Fi 6 Modem Router,wi_fi_routers,449.00,1,449.00
RCPT-20260129-00279,2,P-0001,"Dell 15 DC15255 15.6"" FHD 120Hz Laptop (Ryzen 3)[512GB]",laptops,629.00,1,629.00
RCPT-20260129-00279,3,P-0073,Samsung T7 Portable SSD Drive [1TB](Titan Gray),hard_drive,329.00,2,658.00
RCPT-20260130-00280,1,P-0010,"Dell DB16255 16"" WUXGA Copilot+ PC Laptop (Ryzen AI 5)[512GB]",laptops,1259.00,1,1259.00
RCPT-20260130-00280,2,P-0067,Epson WorkForce Pro WF-3825 Multifunction Printer,gaming_headsets,169.00,1,169.00
RCPT-20260130-00280,3,P-0050,Apple iPad 11-inch A16 128GB Wi-Fi (Blue),monitors,499.00,1,499.00
RCPT-20260130-00280,4,P-0012,"ASUS Vivobook S16 16"" WQXGA Laptop (Copilot+ PC)[512GB]",laptops,1278.00,1,1278.00
RCPT-20260130-00281,1,P-0034,"Generation Earth 14.1"" Recycled Berlin Laptop Backpack (Black)",bags,79.00,1,79.00
RCPT-20260130-00282,1,P-0075,Samsung Portable T7 Shield SSD 4TB (Black),hard_drive,999.00,1,999.00
RCPT-20260130-00282,2,P-0067,Epson WorkForce Pro WF-3825 Multifunction Printer,gaming_headsets,169.00,1,169.00
RCPT-20260130-00282,3,P-0003,"Lenovo IdeaPad S3i 15.6"" FHD Laptop (Intel Core i3)[512GB]",laptops,699.00,1,699.00
RCPT-20260130-00283,1,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260130-00284,1,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260130-00284,2,P-0060,TP-Link AC750 Wi-Fi Range Extender,wi_fi_routers,59.00,1,59.00
RCPT-20260130-00285,1,P-0070,Seagate Expansion Desktop 26TB Hard Drive,hard_drive,749.00,1,749.00
RCPT-20260130-00285,2,P-0003,"Lenovo IdeaPad S3i 15.6"" FHD Laptop (Intel Core i3)[512GB]",laptops,699.00,1,699.00
RCPT-20260130-00285,3,P-0004,"HP Laptop 15-fc0474AU 15.6"" FHD laptop (Ryzen 7)[512GB]",laptops,899.00,1,899.00
RCPT-20260130-00286,1,P-0055,ASUS RT-AX54HP V2 AX1800 Wi-Fi 6 Router,wi_fi_routers,179.00,1,179.00
RCPT-20260130-00286,2,P-0040,"AOC C27G4Z 27"" FHD 280Hz Curved Gaming Monitor",monitors,339.00,1,339.00
RCPT-20260130-00286,3,P-0037,"Lenovo Legion GB800 17"" Laptop Backpack (Black)",bags,199.00,1,199.00
RCPT-20260130-00287,1,P-0059,TP-Link AX3000 Mesh Wi-Fi 6 Range Extender,wi_fi_routers,149.00,1,149.00
RCPT-20260130-00287,2,P-0002,"HP Laptop 15-fc0433AU 15.6"" FHD Laptop (Ryzen 5)[512GB]",laptops,649.00,1,649.00
RCPT-20260130-00288,1,P-0067,Epson WorkForce Pro WF-3825 Multifunction Printer,gaming_headsets,169.00,1,169.00
RCPT-20260130-00288,2,P-0059,TP-Link AX3000 Mesh Wi-Fi 6 Range Extender,wi_fi_routers,149.00,1,149.00
RCPT-20260130-00288,3,P-0001,"Dell 15 DC15255 15.6"" FHD 120Hz Laptop (Ryzen 3)[512GB]",laptops,629.00,1,629.00
RCPT-20260130-00288,4,P-0063,Corsair VOID Wireless V2 Gaming Headset (Pink),gaming_headsets,199.00,1,199.00
RCPT-20260130-00289,1,P-0056,Netgear Nighthawk® Wi-Fi 6 AX1800 Router RAX9,wi_fi_routers,149.00,1,149.00
RCPT-20260130-00289,2,P-0019,"Lenovo IdeaPad Slim 3i 15.3"" 2K Laptop (Intel Core i7)[1TB]",laptops,1599.00,1,1599.00
